date,he,alberta_internal_load,pool_price,import_export,AESO_Name,Capacity,asset_id,block_number,price,from,to,size,available_mw,dispatched,dispatched_mw,flexible,Plant_Type,Plant_Fuel
2024-01-11,14,12033,135.2,NA,Cypress 1 (CYP1),196,CYP1,1,0,0,3.362,3.362,3.362,Y,3.362,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Cypress 2 (CYP2),46,CYP2,1,0,0,0.126,0.126,0.126,Y,0.126,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Forty Mile Granlea (FMG1),200,FMG1,1,0,0,74.88,74.88,74.88,Y,74.88,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Garden Plain (GDP1),130,GDP1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Grizzly Bear Creek (GRZ1),152,GRZ1,1,0,0,36.7637,36.7637,36.7637,Y,36.7637,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Soderglen Wind (GWW1)*,71,GWW1,1,0,0,22.896,22.896,22.896,Y,22.896,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Halkirk Wind Power Facility (HAL1)*,150,HAL1,1,0,0,77.248,77.248,77.248,Y,77.248,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Hand Hills (HHW1),145,HHW1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Hilda Wind (HLD1),100,HLD1,1,0,0,8.1853,8.1853,8.1853,Y,8.1853,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Summerview 1 (IEW1)*,66,IEW1,1,0,0,20.974,20.974,20.974,Y,20.974,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Summerview 2 (IEW2)*,66,IEW2,1,0,0,23.4392,23.4392,23.4392,Y,23.4392,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Jenner 1 (JNR1),122,JNR1,1,0,0,11.1245,11.1245,11.1245,Y,11.1245,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Jenner 2 (JNR2),71,JNR2,1,0,0,8.0701,8.0701,8.0701,Y,8.0701,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Jenner 3 (JNR3),109,JNR3,1,0,0,2.4066,2.4066,2.4066,Y,2.4066,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Kettles Hill (KHW1)*,63,KHW1,1,0,0,30.0821,30.0821,30.0821,Y,30.0821,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Lanfine Wind (LAN1),151,LAN1,1,0,0,51.744,51.744,51.744,Y,51.744,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Ghost Pine (NEP1)*,82,NEP1,1,0,0,31.84,31.84,31.84,Y,31.84,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Oldman 2 Wind Farm 1 (OWF1)*,46,OWF1,1,0,0,31.53,31.53,31.53,Y,31.53,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Paintearth Wind Project (PAW1),198,PAW1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Riverview (RIV1),105,RIV1,1,0,0,36.824,36.824,36.824,Y,36.824,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Rattlesnake Ridge Wind (RTL1),130,RTL1,1,0,0,37.952,37.952,37.952,Y,37.952,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Suncor Magrath (SCR2)*,30.2,SCR2,1,0,0,9.4708,9.4708,9.4708,Y,9.4708,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Wintering Hills (SCR4)*,88,SCR4,1,0,0,2.036,2.036,2.036,Y,2.036,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Sharp Hill (SHH1),297,SHH1,1,0,0,94.24,94.24,94.24,Y,94.24,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Stirling Wind (SWP1),113,SWP1,1,0,0,47.456,47.456,47.456,Y,47.456,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Enmax Taber (TAB1)*,81,TAB1,1,0,0,21.1834,21.1834,21.1834,Y,21.1834,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Wheatland Wind (WHE1),120,WHE1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Whitla (WHT1),202,WHT1,1,0,0,102.988,102.988,102.988,Y,102.988,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Whitla 2 (WHT2),151,WHT2,1,0,0,76,76,76,Y,76,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Windrise (WRW1),207,WRW1,1,0,0,57.424,57.424,57.424,Y,57.424,N,WIND,WIND
2024-01-11,14,12033,135.2,NA,Muskeg River (MKR1),202,MKR1,1,21.48,172,186,14,14,Y,14,Y,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Carseland Cogen (TC01),95,TC01,1,21.67,64,85,21,21,Y,21,Y,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Cloverbar #2 (ENC2),101,ENC2,1,21.68,35,68,33,33,Y,33,N,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Cloverbar #2 (ENC2),101,ENC2,2,23.48,68,86,18,18,Y,18,N,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Shepard (EGC1),860,EGC1,1,24.78,390,440,50,50,Y,50,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Shepard (EGC1),860,EGC1,2,24.9,440,490,50,50,Y,50,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,ATCO Scotford Upgrader (APS1),195,APS1,1,26.05,130,165,35,35,Y,35,Y,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Shepard (EGC1),860,EGC1,3,26.26,490,570,80,80,Y,80,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,1,26.7,135,155,20,20,Y,20,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Shepard (EGC1),860,EGC1,4,27.16,570,702,132,132,Y,132,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Fort Hills (FH1),199,FH1,1,27.61,165,199,34,34,Y,34,Y,COGEN,GAS
2024-01-11,14,12033,135.2,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,2,27.7,155,200,45,45,Y,45,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Air Liquide Scotford #1 (ALS1),96,ALS1,1,28.5,50,86,36,32,Y,32,Y,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Joffre #1 (JOF1),474,JOF1,1,28.65,100,150,50,50,Y,50,N,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Dow Hydrocarbon (DOWG),326,DOWG,1,28.66,130,167,37,37,Y,37,Y,COGEN,GAS
2024-01-11,14,12033,135.2,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,3,28.7,200,294,94,94,Y,94,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Shepard (EGC1),860,EGC1,5,30.31,702,784,82,82,Y,82,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Keephills #3 (KH3),463,KH3,1,31.32,135,180,45,45,Y,45,N,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Keephills #3 (KH3),463,KH3,2,31.95,180,234,54,54,Y,54,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Northern Prairie Power Project (NPP1),105,NPP1,1,32,45,46,1,1,Y,1,N,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Dow Hydrocarbon (DOWG),326,DOWG,2,32.13,167,207,40,40,Y,40,Y,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Medicine Hat #1 (CMH1),255,CMH1,1,32.5,139,151,12,12,Y,12,N,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Keephills #3 (KH3),463,KH3,3,32.58,234,291,57,57,Y,57,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Shepard (EGC1),860,EGC1,6,33.08,784,853,69,69,Y,69,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Keephills #3 (KH3),463,KH3,4,33.21,291,346,55,55,Y,55,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Northern Prairie Power Project (NPP1),105,NPP1,2,34,46,65,19,19,Y,19,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Keephills #3 (KH3),463,KH3,5,34.32,346,404,58,58,Y,58,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Keephills #3 (KH3),463,KH3,6,35.39,404,463,59,59,Y,59,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Heartland Petrochemical (HRT1),116,HRT1,2,35.49,70,88,18,18,Y,18,N,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Joffre #1 (JOF1),474,JOF1,2,36.98,150,200,50,50,Y,50,N,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Bighorn Hydro (BIG),120,BIG,1,37.16,18,40,22,22,Y,22,Y,HYDRO,HYDRO
2024-01-11,14,12033,135.2,NA,Cavalier (EC01),120,EC01,1,37.94,50,62,12,12,Y,12,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Northern Prairie Power Project (NPP1),105,NPP1,3,38,65,94,29,29,Y,29,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Cavalier (EC01),120,EC01,2,38.04,62,112,50,10,Y,10,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Keephills #2 (KH2),395,KH2,1,38.43,125,170,45,45,Y,45,N,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Keephills #2 (KH2),395,KH2,2,38.97,170,213,43,43,Y,43,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Keephills #2 (KH2),395,KH2,3,39.9,213,250,37,37,Y,37,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Keephills #2 (KH2),395,KH2,4,41.15,250,297,47,47,Y,47,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,4,41.18,294,302,8,8,Y,8,N,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Keephills #2 (KH2),395,KH2,5,42.02,297,347,50,50,Y,50,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Joffre #1 (JOF1),474,JOF1,3,42.66,200,250,50,50,Y,50,N,COGEN,GAS
2024-01-11,14,12033,135.2,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,5,43.03,302,330,28,28,Y,28,N,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Keephills #2 (KH2),395,KH2,6,43.05,347,395,48,28,Y,28,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Medicine Hat #1 (CMH1),255,CMH1,2,45,151,191,40,40,Y,40,N,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Battle River #5 (BR5),385,BR5,1,58.36,90,150,60,60,Y,60,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Sheerness #1 (SH1),400,SH1,1,58.48,120,170,50,50,Y,50,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Crossfield Energy Centre #1 (CRS1),48,CRS1,2,59.01,40,42,2,2,Y,2,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Crossfield Energy Centre #2 (CRS2),48,CRS2,2,59.02,40,42,2,2,Y,2,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Crossfield Energy Centre #3 (CRS3),48,CRS3,2,59.03,41,43,2,2,Y,2,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Sheerness #2 (SH2),390,SH2,1,59.37,120,170,50,50,Y,50,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Medicine Hat #1 (CMH1),255,CMH1,3,60,191,206,15,15,Y,15,N,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Battle River #4 (BR4),155,BR4,1,62.08,30,50,20,20,Y,20,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Sheerness #1 (SH1),400,SH1,2,62.46,170,208,38,38,Y,38,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,APF Athabasca (AFG1)*,131,AFG1,1,65,18,23,5,5,Y,5,N,OTHER,OTHER
2024-01-11,14,12033,135.2,NA,Carson Creek (GEN5),15,GEN5,1,65.18,10,13,3,3,Y,3,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Joffre #1 (JOF1),474,JOF1,4,68.02,250,290,40,40,Y,40,N,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Sheerness #2 (SH2),390,SH2,2,68.16,170,207,37,37,Y,37,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Sheerness #1 (SH1),400,SH1,3,70.53,208,240,32,32,Y,32,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Northern Prairie Power Project (NPP1),105,NPP1,4,72,94,100,6,6,Y,6,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Sheerness #2 (SH2),390,SH2,3,72.37,207,240,33,33,Y,33,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Brazeau Hydro (BRA),350,BRA,1,74.22,26,76,50,50,Y,50,Y,HYDRO,HYDRO
2024-01-11,14,12033,135.2,NA,Sheerness #1 (SH1),400,SH1,4,74.53,240,310,70,70,Y,70,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Sheerness #2 (SH2),390,SH2,4,75.47,240,310,70,70,Y,70,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Medicine Hat #1 (CMH1),255,CMH1,4,80,206,211,5,5,Y,5,N,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Brazeau Hydro (BRA),350,BRA,2,80.14,76,126,50,50,Y,50,Y,HYDRO,HYDRO
2024-01-11,14,12033,135.2,NA,DAI1 Daishowa (DAI1),52,DAI1,1,85.25,7,24,17,17,Y,17,Y,OTHER,OTHER
2024-01-11,14,12033,135.2,NA,APF Athabasca (AFG1)*,131,AFG1,2,90,23,31,8,4,Y,4,N,OTHER,OTHER
2024-01-11,14,12033,135.2,NA,APF Athabasca (AFG1)*,131,AFG1,3,100,31,37,6,0,N,0,N,OTHER,OTHER
2024-01-11,14,12033,135.2,NA,AltaGas Parkland (ALP2),10,ALP2,1,100,5,8,3,3,Y,3,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Cancarb Medicine Hat (CCMH),42,CCMH,1,105,20,27,7,7,Y,7,Y,OTHER,OTHER
2024-01-11,14,12033,135.2,NA,Whitecourt Power (EAGL),25,EAGL,1,109.99,24,25,1,1,Y,1,N,OTHER,OTHER
2024-01-11,14,12033,135.2,NA,Medicine Hat #1 (CMH1),255,CMH1,5,115,211,217,6,6,Y,6,N,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Cancarb Medicine Hat (CCMH),42,CCMH,2,117,27,33,6,6,Y,6,Y,OTHER,OTHER
2024-01-11,14,12033,135.2,NA,Air Liquide Scotford #1 (ALS1),96,ALS1,2,200,86,106,20,0,N,0,Y,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Battle River #4 (BR4),155,BR4,2,275.56,50,100,50,50,Y,50,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Battle River #5 (BR5),385,BR5,2,413.25,150,220,70,70,N,0,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Sheerness #1 (SH1),400,SH1,5,494.43,310,360,50,50,N,0,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Bow River Hydro (BOW1),320,BOW1,1,500.44,76,88,12,12,N,0,Y,HYDRO,HYDRO
2024-01-11,14,12033,135.2,NA,Sheerness #2 (SH2),390,SH2,5,558.1,310,360,50,50,N,0,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Battle River #5 (BR5),385,BR5,3,621.65,220,290,70,70,N,0,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Sheerness #1 (SH1),400,SH1,6,648.01,360,400,40,40,N,0,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Sheerness #2 (SH2),390,SH2,6,695.02,360,400,40,40,N,0,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Bighorn Hydro (BIG),120,BIG,6,701.25,40,120,80,0,N,0,Y,HYDRO,HYDRO
2024-01-11,14,12033,135.2,NA,Battle River #5 (BR5),385,BR5,4,712.32,290,345,55,55,N,0,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Battle River #5 (BR5),385,BR5,5,802.02,345,385,40,30,N,0,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Battle River #4 (BR4),155,BR4,3,813.43,100,155,55,25,N,0,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Valley View 2 (VVW2),50,VVW2,1,851.22,25,45,20,20,N,0,N,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Valley View 1 (VVW1),50,VVW1,1,899.65,0,45,45,25,N,0,N,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Cancarb Medicine Hat (CCMH),42,CCMH,3,999,33,36,3,3,N,0,Y,OTHER,OTHER
2024-01-11,14,12033,135.2,NA,Blackfalds (BFD1),6,BFD1,1,999.99,3,6,3,3,N,0,N,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Saddle Hills (SDH1),10,SDH1,1,999.99,5,10,5,5,N,0,Y,COGEN,GAS
2024-01-11,14,12033,135.2,NA,Bow River Hydro (BOW1),320,BOW1,6,999.99,88,266,178,27,N,0,Y,HYDRO,HYDRO
2024-01-11,14,12033,135.2,NA,Brazeau Hydro (BRA),350,BRA,6,999.99,126,350,224,105,N,0,Y,HYDRO,HYDRO
2024-01-11,14,12033,135.2,NA,Medicine Hat #1 (CMH1),255,CMH1,6,999.99,217,236,19,9,N,0,N,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Fort Nelson (FNG1),73,FNG1,1,999.99,28,62,34,34,N,0,Y,NGCC,GAS
2024-01-11,14,12033,135.2,NA,Battle River #5 (BR5),385,BR5,6,999.99,385,395,10,0,N,0,Y,NGCONV,GAS
2024-01-11,14,12033,135.2,NA,Summerview (SUM1),15,SUM1,6,999.99,0,10,10,0,N,0,Y,OTHER,OTHER
2024-01-11,14,12033,135.2,NA,AltaGas Parkland (ALP2),10,ALP2,2,999.99,8,10,2,2,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Bellshill (BHL1),5,BHL1,1,999.99,3,5,2,2,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Lethbridge Coaldale (ME04),6,ME04,1,999.99,4,6,2,2,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,AltaGas Bantry (ALP1),7,ALP1,1,999.99,4,7,3,3,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Lethbridge Burdett (ME03),7,ME03,1,999.99,4,7,3,3,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,West Cadotte (WCD1),20,WCD1,1,999.99,16,20,4,4,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Lethbridge Taber (ME02),8,ME02,1,999.99,4,8,4,4,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,Ralston (NAT1),20,NAT1,2,999.99,15,20,5,5,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,NPC2 JL Landry (NPC2),9,NPC2,1,999.99,4,9,5,5,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,NPC3 Elmworth (NPC3),9,NPC3,1,999.99,4,9,5,5,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,High River 2 (HRV2),10,HRV2,1,999.99,5,10,5,5,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,High River 1 (HRV1),10,HRV1,1,999.99,5,10,5,5,N,0,Y,SCGT,GAS
2024-01-11,14,12033,135.2,NA,eReserve8 (ERV6),20,ERV8,1,999.99,5,20,15,15,N,0,Y,STORAGE,STORAGE
2024-01-11,14,12033,135.2,NA,eReserve7 (ERV4),20,ERV7,1,999.99,5,20,15,15,N,0,Y,STORAGE,STORAGE
2024-01-11,14,12033,135.2,NA,eReserve5 Hughenden (ERV5),20,ERV5,1,999.99,4,20,16,0,N,0,Y,STORAGE,STORAGE
2024-01-11,14,12033,135.2,NA,eReserve6 (ERV6),20,ERV6,1,999.99,4,20,16,0,N,0,Y,STORAGE,STORAGE
2024-01-11,14,12033,135.2,NA,eReserve1 Rycroft (ERV1),20,ERV1,1,999.99,4,20,16,0,N,0,Y,STORAGE,STORAGE
2024-01-11,14,12033,135.2,NA,eReserve2 Buffalo Creek (ERV2),20,ERV2,1,999.99,4,20,16,0,N,0,Y,STORAGE,STORAGE
2024-01-11,14,12033,135.2,NA,eReserve4 (ERV4),20,ERV4,1,999.99,4,20,16,0,N,0,Y,STORAGE,STORAGE
2024-01-11,14,12033,135.2,NA,eReserve3 Mercer Hill (ERV3),20,ERV3,1,999.99,4,20,16,0,N,0,Y,STORAGE,STORAGE
2024-01-11,15,11983,167.42,NA,Genesee #1 (GN1),400,GN1,0,0,0,400,400,400,Y,400,N,COAL,COAL
2024-01-11,15,11983,167.42,NA,Genesee #2 (GN2),400,GN2,0,0,0,420,420,420,Y,420,N,COAL,COAL
2024-01-11,15,11983,167.42,NA,Genesee #3 (GN3),466,GN3,0,0,0,466,466,466,Y,466,N,COAL,COAL
2024-01-11,15,11983,167.42,NA,Bear Creek 2 (BCR2),36,BCR2,0,0,0,20,20,20,Y,20,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Bear Creek 1 (BCRK),64,BCRK,0,0,0,62,62,62,Y,62,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Carseland Cogen (TC01),95,TC01,0,0,0,64,64,64,Y,64,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Redwater Cogen (TC02),92,TC02,0,0,0,84,84,84,Y,84,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,MacKay River (MKRC),207,MKRC,0,0,0,200,200,200,Y,200,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Blackfalds (BFD1),6,BFD1,0,0,0,3,3,3,Y,3,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Coaldale (COD1),5,COD1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Mulligan (MUL1),5,MUL1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Wembley (WEM1),19,WEM1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Saddle Hills (SDH1),10,SDH1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Edson (TLM2),13,TLM2,0,0,0,12,12,12,Y,12,Y,COGEN,GAS
2024-01-11,15,11983,167.42,NA,U of C Generator (UOC1)*,12,UOC1,0,0,0,12,12,12,Y,12,Y,COGEN,GAS
2024-01-11,15,11983,167.42,NA,MEG1 Christina Lake (MEG1),202,MEG1,0,0,0,35,35,35,Y,35,Y,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Base Plant (SCR1),50,SCR1,0,0,0,37,37,37,Y,37,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,AltaGas Harmattan (HMT1),45,HMT1,0,0,0,38,38,38,Y,38,Y,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Rainbow Lake #1 (RL1),47,RL1,0,0,0,44,44,44,Y,44,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Air Liquide Scotford #1 (ALS1),96,ALS1,0,0,0,50,50,50,Y,50,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Heartland Petrochemical (HRT1),116,HRT1,0,0,0,70,70,70,Y,70,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Foster Creek (EC04),98,EC04,0,0,0,92,92,92,Y,92,Y,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Primrose #1 (PR1),100,PR1,0,0,0,94,94,94,Y,94,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Christina Lake (CL01),101,CL01,0,0,0,95,95,95,Y,95,Y,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Joffre #1 (JOF1),474,JOF1,0,0,0,100,100,100,Y,100,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,ATCO Scotford Upgrader (APS1),195,APS1,0,0,0,130,130,130,Y,130,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Dow Hydrocarbon (DOWG),326,DOWG,0,0,0,130,130,130,Y,130,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Fort Hills (FH1),199,FH1,0,0,0,165,165,165,Y,165,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Muskeg River (MKR1),202,MKR1,0,0,0,172,172,172,Y,172,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Mahkeses (IOR1),180,IOR1,0,0,0,176,176,176,Y,176,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Nabiye (IOR2)*,195,IOR2,0,0,0,177,177,177,Y,177,Y,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Nexen Inc #2 (NX02),220,NX02,0,0,0,187,187,187,Y,187,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Poplar Creek (SCR5),376,SCR5,0,0,0,335,335,335,Y,335,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Firebag (SCR6),473,SCR6,0,0,0,460,460,460,Y,460,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Syncrude #1 (SCL1)*,510,SCL1,0,0,0,465,465,465,Y,465,N,COGEN,GAS
2024-01-11,15,11983,167.42,NA,Bighorn Hydro (BIG),120,BIG,0,0,0,18,18,18,Y,18,Y,HYDRO,HYDRO
2024-01-11,15,11983,167.42,NA,Brazeau Hydro (BRA),350,BRA,0,0,0,26,26,26,Y,26,Y,HYDRO,HYDRO
2024-01-11,15,11983,167.42,NA,Bow River Hydro (BOW1),320,BOW1,0,0,0,76,76,76,Y,76,N,HYDRO,HYDRO
2024-01-11,15,11983,167.42,NA,Dickson Dam (DKSN),15,DKSN,0,0,0,5,5,5,Y,5,N,HYDRO,HYDRO
2024-01-11,15,11983,167.42,I,AB - BC Hydro Imp Hr Avg MW,NA,AB_BC_IMP,0,0,0,80,80,80,Y,80,Y,IMPORT,IMPORT
2024-01-11,15,11983,167.42,I,AB - Montana Imp Hr Avg MW,NA,AB_MON_IMP,0,0,0,75,75,75,Y,75,Y,IMPORT,IMPORT
2024-01-11,15,11983,167.42,NA,Cavalier (EC01),120,EC01,0,0,0,50,50,50,Y,50,N,NGCC,GAS
2024-01-11,15,11983,167.42,NA,Shepard (EGC1),860,EGC1,0,0,0,390,390,390,Y,390,N,NGCC,GAS
2024-01-11,15,11983,167.42,NA,Fort Nelson (FNG1),73,FNG1,0,0,0,28,28,28,Y,28,Y,NGCC,GAS
2024-01-11,15,11983,167.42,NA,Cascade 1 (CAS1),450,CAS1,0,0,0,30,30,30,Y,30,Y,NGCC,GAS
2024-01-11,15,11983,167.42,NA,Nexen Inc #1 (NX01),120,NX01,0,0,0,117,117,117,Y,117,N,NGCC,GAS
2024-01-11,15,11983,167.42,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,0,0,0,135,135,135,Y,135,N,NGCC,GAS
2024-01-11,15,11983,167.42,NA,Medicine Hat #1 (CMH1),255,CMH1,0,0,0,142,142,142,Y,142,N,NGCC,GAS
2024-01-11,15,11983,167.42,NA,Keephills #2 (KH2),395,KH2,0,0,0,125,125,125,Y,125,Y,NGCONV,GAS
